Event Number,Longest Track Length (cm),2nd Longest Track Length (cm),3rd Longest Track Length (cm)
385,500.347602,120.6102334,39.55860393
386,173.8672121,139.1000338,83.13543607
387,181.6554041,10.80854373,1.193167236
388,179.8317189,145.6601882,67.99478044
389,712.9678215,110.6997235,60.29408041
390,103.5102784,40.70462516,35.03181627
391,195.3472119,61.26864685,43.28701734
392,754.9883979,163.517213,47.82616744
393,135.1878515,33.44918288,27.136261
394,124.698673,73.43964793,2.588623622
395,102.9871342,21.3708662,4.828949853
396,124.7131102,75.22514007,39.82970401
397,128.3973451,41.20783684,9.132862776
398,733.889975,109.8988755,99.76643149
399,708.5568099,117.5843313,111.3886084
400,126.1786769,68.10129917,3.469401393
401,187.0440041,145.1272816,72.59054934
402,640.201081,162.4897402,59.54350068
403,165.4878108,14.31280148,4.932531
404,552.2467222,168.3810221,13.63044222
405,161.6894131,105.114451,85.54599282
406,622.9028809,127.8196191,21.30178673
407,690.5252769,193.8718501,149.493292
408,134.6038955,131.4524421,33.64153307
409,183.8605238,171.1744457,61.90767575
410,516.6702254,140.3317223,101.4999926
411,728.380022,142.8701395,134.6398784
412,161.1592477,121.2798014,119.4870272
413,135.915591,83.00517738,75.82115659
414,618.7442344,151.2791085,68.80782618
415,404.2607238,159.0308326,18.72950318
416,435.7901517,133.7997644,30.33324924
417,109.1464611,2.52477811,1.08526196
418,124.6410111,93.72739123,66.22942772
419,175.2382722,84.23026853,82.49276722
420,127.6331863,29.20573546,1.751996743
421,126.5850674,85.71544622,33.44371595
422,160.8193018,104.5093854,58.69327889
423,119.7619451,7.624983767,2.623650129
424,189.6223576,134.8369179,133.1798096
425,437.3830185,146.5915229,70.11792818
426,706.2510467,121.3495043,110.6060714
427,136.4921115,25.58820241,0.187225853
428,141.8293219,25.76744645,18.66902618
429,768.5578378,115.0676125,95.82728708
430,141.5110515,93.43583956,0.434989578
431,556.9349269,109.8999222,23.54640906
432,128.5774683,71.95616766,24.72146104
433,112.6937593,30.25891322,10.94827027
434,577.6179198,140.8531546,10.03169948
435,114.6419741,92.31153729,55.36445966
436,135.7979438,88.90165167,43.03009035
437,442.0820633,191.882472,156.0456346
438,735.1921323,104.8317398,25.48513866
439,616.6162696,198.3771174,37.34653154
440,172.5330382,132.6227753,132.2233332
441,616.1218619,102.9769638,1.275492731
442,179.2062813,5.737451174,3.99875526
443,400.3260679,138.9977703,27.43712674
444,189.224647,173.5841859,153.8351926
445,156.6959748,92.05398484,19.23904768
446,129.0545133,57.31866914,5.63431937
447,650.7076378,180.7110201,20.50113335
448,754.3813358,165.7416091,94.54901088
449,486.0133798,147.8358944,21.21973297
450,103.9269879,27.80370808,16.22196104
451,746.217323,187.1628729,181.496971
452,458.4224312,142.2261415,105.3386983
453,187.3081795,72.30778203,39.13460729
454,483.619569,144.0957815,71.34203839
455,121.7625578,70.07427045,26.86175287
456,741.8191622,166.170695,96.3636869
457,139.0064677,25.84990575,24.25503421
458,586.7634812,148.7020294,85.26606635
459,773.7328875,123.5706752,48.724346
460,470.1137614,195.9687599,54.2583394
461,479.3199695,171.4264935,56.54547263
462,428.3081752,171.1597962,95.13623925
463,448.5950809,163.5341464,149.996802
464,157.3012997,155.1044329,111.6422277
465,118.4379497,19.08162063,14.84236236
466,514.271948,171.7026538,142.1481536
467,190.6332021,50.29657202,20.38910796
468,423.6088723,120.912157,86.22559473
469,109.9325692,48.76118619,14.56813051
470,140.7328707,75.79285965,17.8862327
471,123.7196437,41.95083043,6.248941847
472,110.095636,40.58550992,32.20596567
473,129.7840458,10.25857119,0.638700097
474,729.7162719,170.2523523,72.44701376
475,607.6221127,180.7351497,86.96202835
476,426.2526923,192.1324998,141.9251026
477,141.3536641,92.87741587,16.2477793
478,126.8461801,4.570493128,0.449554351
479,139.5435943,87.85221044,4.39268236
480,577.7162584,196.2772157,31.48686644
481,120.3800905,117.0211545,11.5263017
482,413.2455509,103.3281433,41.17750929
483,459.9373136,121.990108,27.89361117
484,456.0386534,187.7873455,28.67244319
485,189.6276483,2.673527014,0.151118822
486,410.7815601,186.907187,42.76743566
487,436.6957425,187.5717561,128.1642935
488,189.1786794,93.91624149,77.48682713
489,725.86492,131.1868724,81.52536197
490,569.2114059,126.9708331,86.03161592
491,138.8818919,128.8083377,12.24564605
492,475.448752,169.0771429,117.4051514
493,182.269278,81.47781043,3.360052757
494,167.755947,21.82395362,19.45388222
495,149.1596382,84.13546613,3.519140817
496,114.7520598,62.82535048,20.71446778
497,505.9952212,180.1971522,137.8366511
498,762.1455958,151.8511644,101.5942486
499,593.034566,166.6082231,14.09463774
500,161.6442686,16.36324372,5.727771378
501,185.4138241,184.6212227,10.42546287
502,136.1138681,34.00833711,26.20017288
503,138.445954,17.1895161,3.025352506
504,104.690658,32.86193908,28.24536454
505,410.6748542,166.8605029,91.57218247
506,137.8805942,119.0808115,51.96786843
507,186.0539877,90.63302528,55.24897067
508,176.353043,34.96524396,23.48045967
509,157.4334974,55.11525075,4.547707536
510,196.6164683,183.3468375,164.4758399
511,501.2955179,134.4962595,116.1083139
512,174.2753724,110.3383049,24.36804211
513,473.2768885,148.6656057,29.53704415
514,584.3732057,120.6011223,85.51730126
515,116.476283,108.6910208,92.92447446
516,479.8986043,135.641164,120.9955096
517,110.6166116,6.513517123,1.370086978
518,101.6825694,29.20082153,17.77178702
519,773.0690456,193.1828321,62.69042035
520,132.4100925,50.37387419,30.37333221
521,794.1256987,150.5704552,130.1885748
522,524.8016198,199.2132351,38.06064329
523,796.2158841,157.2532343,44.76094234
524,576.9179425,167.2643881,146.1190505
525,414.7409969,168.0214104,37.86100071
526,121.5129182,107.2119747,14.69607941
527,186.8113096,167.4458065,123.9886629
528,101.0454752,67.33899339,19.05658749
529,160.5781773,4.23336018,2.350514452
530,116.1074247,72.79415904,64.93023721
531,159.3004093,9.8457509,1.667672976
532,448.1628988,128.997487,22.20585708
533,719.3918489,138.889372,91.43019954
534,484.4698807,116.3603027,78.65743597
535,129.3006903,119.4275208,68.39873657
536,444.7148681,148.017637,101.3374182
537,471.253956,144.5647005,51.09856487
538,618.2014228,196.0321003,88.91121716
539,142.9583542,114.8911951,30.34360897
540,173.9857432,169.59793,128.0214807
541,424.1998102,180.497407,89.40022627
542,113.9963695,84.94598627,1.872141358
543,477.7242239,197.2957456,185.9785362
544,411.3509304,100.1234881,45.09659623
545,163.8820329,132.9204325,30.67766583
546,191.1047704,55.94915322,38.81366229
547,118.2751938,98.9906682,1.433413492
548,167.4400517,70.48861154,10.9232856
549,581.8166021,125.3598485,123.810805
550,515.8879318,132.4036023,18.52073484
551,196.8775269,178.7932086,102.3557137
552,112.7650212,100.7858863,44.14302587
553,772.9780567,195.4370543,5.061763342
554,783.2852829,129.3358072,108.809161
555,594.4768383,131.6250812,121.2359135
556,608.2803208,104.4960229,10.39245965
557,476.5168209,128.2695612,32.50112311
558,703.8082798,106.3887316,26.31366815
559,196.2658885,125.3193906,5.321819938
560,594.1071854,119.5688133,95.70516267
561,513.7186054,177.8076523,71.89642849
562,655.5240611,198.4954151,36.46380785
563,158.6546882,103.3597759,97.18489987
564,118.8653452,55.35722425,49.51734276
565,671.7690645,156.9383037,96.0195748
566,125.7479344,81.95182473,22.03886787
567,761.7057194,151.0273951,55.53526349
568,752.4063684,115.6465399,64.83602488
569,505.5636539,188.9153725,163.558283
570,447.7057194,196.2976867,19.76783
571,100.1478181,47.7683416,2.422890093
572,710.9019504,119.7200584,12.45654915
573,176.1423665,10.71129177,9.023715705
574,431.6160126,188.3817765,142.2750173
575,544.5177045,164.9361331,24.57621208
576,435.2627762,143.5894217,48.86562946
577,748.9528835,162.2364459,18.62977867
578,198.503973,88.44560019,62.47731078
579,133.4845981,124.1180081,45.22961649
580,454.4227592,148.9105132,45.6331324
581,782.7706145,101.8850656,82.47659416
582,771.2251876,148.7342431,91.60528444
583,115.7732838,102.8027002,82.36463841
584,189.3910747,83.59869428,12.80714857
585,158.7821039,77.49470141,28.08439167
586,189.7507313,98.39731868,56.32210638
587,454.1639037,112.1765296,46.09531377
588,637.6469718,111.2845814,107.3411445
589,171.1039723,71.56771725,10.3010596
590,112.9940997,85.43145205,22.51779187
591,175.7441069,114.9718088,70.509072
592,656.2643533,113.4893066,48.02386863
593,633.5355465,139.6621568,52.15941726
594,156.7590094,41.08927502,10.47053605
595,572.0122129,125.4810755,59.50152507
596,121.0817933,72.35096749,50.23341502
597,114.3734349,19.41144745,17.93193077
598,663.0282979,102.5417014,1.748636099
599,617.7644871,129.7825332,83.5711079
600,125.7192137,1.386088725,0.882987699
601,500.347602,120.6102334,39.55860393
602,173.8672121,139.1000338,83.13543607
603,181.6554041,10.80854373,1.193167236
604,179.8317189,145.6601882,67.99478044
605,712.9678215,110.6997235,60.29408041
606,103.5102784,40.70462516,35.03181627
607,195.3472119,61.26864685,43.28701734
608,754.9883979,163.517213,47.82616744
609,135.1878515,33.44918288,27.136261
610,124.698673,73.43964793,2.588623622
611,102.9871342,21.3708662,4.828949853
612,124.7131102,75.22514007,39.82970401
613,128.3973451,41.20783684,9.132862776
614,733.889975,109.8988755,99.76643149
615,708.5568099,117.5843313,111.3886084
616,126.1786769,68.10129917,3.469401393
617,187.0440041,145.1272816,72.59054934
618,640.201081,162.4897402,59.54350068
619,165.4878108,14.31280148,4.932531
620,552.2467222,168.3810221,13.63044222
621,161.6894131,105.114451,85.54599282
622,622.9028809,127.8196191,21.30178673
623,690.5252769,193.8718501,149.493292
624,134.6038955,131.4524421,33.64153307
625,183.8605238,171.1744457,61.90767575
626,516.6702254,140.3317223,101.4999926
627,728.380022,142.8701395,134.6398784
628,161.1592477,121.2798014,119.4870272
629,135.915591,83.00517738,75.82115659
630,618.7442344,151.2791085,68.80782618
631,404.2607238,159.0308326,18.72950318
632,435.7901517,133.7997644,30.33324924
633,109.1464611,2.52477811,1.08526196
634,124.6410111,93.72739123,66.22942772
635,175.2382722,84.23026853,82.49276722
636,127.6331863,29.20573546,1.751996743
637,126.5850674,85.71544622,33.44371595
638,160.8193018,104.5093854,58.69327889
639,119.7619451,7.624983767,2.623650129
640,189.6223576,134.8369179,133.1798096
641,437.3830185,146.5915229,70.11792818
642,706.2510467,121.3495043,110.6060714
643,136.4921115,25.58820241,0.187225853
644,141.8293219,25.76744645,18.66902618
645,768.5578378,115.0676125,95.82728708
646,141.5110515,93.43583956,0.434989578
647,556.9349269,109.8999222,23.54640906
648,128.5774683,71.95616766,24.72146104
649,112.6937593,30.25891322,10.94827027
650,577.6179198,140.8531546,10.03169948
651,114.6419741,92.31153729,55.36445966
652,135.7979438,88.90165167,43.03009035
653,442.0820633,191.882472,156.0456346
654,735.1921323,104.8317398,25.48513866
655,616.6162696,198.3771174,37.34653154
656,172.5330382,132.6227753,132.2233332
657,616.1218619,102.9769638,1.275492731
658,179.2062813,5.737451174,3.99875526
659,400.3260679,138.9977703,27.43712674
660,189.224647,173.5841859,153.8351926
661,156.6959748,92.05398484,19.23904768
662,129.0545133,57.31866914,5.63431937
663,650.7076378,180.7110201,20.50113335
664,754.3813358,165.7416091,94.54901088
665,486.0133798,147.8358944,21.21973297
666,103.9269879,27.80370808,16.22196104
667,746.217323,187.1628729,181.496971
668,458.4224312,142.2261415,105.3386983
669,187.3081795,72.30778203,39.13460729
670,483.619569,144.0957815,71.34203839
671,121.7625578,70.07427045,26.86175287
672,741.8191622,166.170695,96.3636869
673,139.0064677,25.84990575,24.25503421
674,586.7634812,148.7020294,85.26606635
675,773.7328875,123.5706752,48.724346
676,470.1137614,195.9687599,54.2583394
677,479.3199695,171.4264935,56.54547263
678,428.3081752,171.1597962,95.13623925
679,448.5950809,163.5341464,149.996802
680,157.3012997,155.1044329,111.6422277
681,118.4379497,19.08162063,14.84236236
682,514.271948,171.7026538,142.1481536
683,190.6332021,50.29657202,20.38910796
684,423.6088723,120.912157,86.22559473
685,109.9325692,48.76118619,14.56813051
686,140.7328707,75.79285965,17.8862327
687,123.7196437,41.95083043,6.248941847
688,110.095636,40.58550992,32.20596567
689,129.7840458,10.25857119,0.638700097
690,729.7162719,170.2523523,72.44701376
691,607.6221127,180.7351497,86.96202835
692,426.2526923,192.1324998,141.9251026
693,141.3536641,92.87741587,16.2477793
694,126.8461801,4.570493128,0.449554351
695,139.5435943,87.85221044,4.39268236
696,577.7162584,196.2772157,31.48686644
697,120.3800905,117.0211545,11.5263017
698,413.2455509,103.3281433,41.17750929
699,459.9373136,121.990108,27.89361117
700,456.0386534,187.7873455,28.67244319
701,189.6276483,2.673527014,0.151118822
702,410.7815601,186.907187,42.76743566
703,436.6957425,187.5717561,128.1642935
